"CubeId";"devwkieffid"
"PublishingDate";"2026-07-07 09:00"

"Date";"D0";"D1";"D2";"Value"
"2012-11-02";"P";"E";"I";"105.6987"
"2012-11-05";"P";"E";"I";"105.7528"
"2012-11-06";"P";"E";"I";"105.6596"
"2012-11-07";"P";"E";"I";"105.6687"
"2012-11-08";"P";"E";"I";"105.8338"
"2012-11-09";"P";"E";"I";"105.7844"
"2012-11-12";"P";"E";"I";"105.8571"
"2012-11-13";"P";"E";"I";"105.9535"
"2012-11-14";"P";"E";"I";"106.0027"
"2012-11-15";"P";"E";"I";"105.9816"
"2012-11-16";"P";"E";"I";"106.0036"
"2012-11-19";"P";"E";"I";"105.9119"
"2012-11-20";"P";"E";"I";"105.9334"
"2012-11-21";"P";"E";"I";"105.9658"
"2012-11-22";"P";"E";"I";"105.9505"
"2012-11-23";"P";"E";"I";"105.8993"
"2012-11-26";"P";"E";"I";"105.9498"
"2012-11-27";"P";"E";"I";"105.9426"
"2012-11-28";"P";"E";"I";"105.9912"
"2012-11-29";"P";"E";"I";"105.9512"
"2012-11-30";"P";"E";"I";"105.9191"
"2012-12-03";"P";"E";"I";"105.7498"
"2012-12-04";"P";"E";"I";"105.1023"
"2012-12-05";"P";"E";"I";"104.984"
"2012-12-06";"P";"E";"I";"105.2505"
"2012-12-07";"P";"E";"I";"105.39"
"2012-12-10";"P";"E";"I";"105.6866"
"2012-12-11";"P";"E";"I";"105.2189"
"2012-12-12";"P";"E";"I";"105.1526"
"2012-12-13";"P";"E";"I";"105.3431"
"2012-12-14";"P";"E";"I";"105.4355"
"2012-12-17";"P";"E";"I";"105.4909"
"2012-12-18";"P";"E";"I";"105.4811"
"2012-12-19";"P";"E";"I";"105.4035"
"2012-12-20";"P";"E";"I";"105.4798"
"2012-12-21";"P";"E";"I";"105.4626"
"2012-12-24";"P";"E";"I";"105.523"
"2012-12-25";"P";"E";"I";"105.4539"
"2012-12-26";"P";"E";"I";"105.4391"
"2012-12-27";"P";"E";"I";"105.3751"
"2012-12-28";"P";"E";"I";"105.3829"
"2012-12-31";"P";"E";"I";"105.495"
"2013-01-01";"P";"E";"I";"105.3892"
"2013-01-02";"P";"E";"I";"105.3747"
"2013-01-03";"P";"E";"I";"105.3134"
"2013-01-04";"P";"E";"I";"105.2879"
"2013-01-07";"P";"E";"I";"105.3468"
"2013-01-08";"P";"E";"I";"105.3255"
"2013-01-09";"P";"E";"I";"105.3516"
"2013-01-10";"P";"E";"I";"105.3368"
"2013-01-11";"P";"E";"I";"104.6636"
"2013-01-14";"P";"E";"I";"104.0187"
"2013-01-15";"P";"E";"I";"103.1405"
"2013-01-16";"P";"E";"I";"103.1506"
"2013-01-17";"P";"E";"I";"102.4709"
"2013-01-18";"P";"E";"I";"102.0193"
"2013-01-21";"P";"E";"I";"102.5826"
"2013-01-22";"P";"E";"I";"102.9554"
"2013-01-23";"P";"E";"I";"102.8699"
"2013-01-24";"P";"E";"I";"102.7804"
"2013-01-25";"P";"E";"I";"102.3909"
"2013-01-28";"P";"E";"I";"102.2356"
"2013-01-29";"P";"E";"I";"102.5008"
"2013-01-30";"P";"E";"I";"102.3558"
"2013-01-31";"P";"E";"I";"103.1433"
"2013-02-01";"P";"E";"I";"102.9676"
"2013-02-04";"P";"E";"I";"103.0314"
"2013-02-05";"P";"E";"I";"103.9253"
"2013-02-06";"P";"E";"I";"103.1297"
"2013-02-07";"P";"E";"I";"103.5159"
"2013-02-08";"P";"E";"I";"103.6145"
"2013-02-11";"P";"E";"I";"103.8058"
"2013-02-12";"P";"E";"I";"103.6255"
"2013-02-13";"P";"E";"I";"103.0117"
"2013-02-14";"P";"E";"I";"103.3359"
"2013-02-15";"P";"E";"I";"103.6601"
"2013-02-18";"P";"E";"I";"103.3351"
"2013-02-19";"P";"E";"I";"103.2938"
"2013-02-20";"P";"E";"I";"103.2729"
"2013-02-21";"P";"E";"I";"103.6046"
"2013-02-22";"P";"E";"I";"103.5895"
"2013-02-25";"P";"E";"I";"103.7756"
"2013-02-26";"P";"E";"I";"104.6054"
"2013-02-27";"P";"E";"I";"104.6178"
"2013-02-28";"P";"E";"I";"104.4779"
"2013-03-01";"P";"E";"I";"104.191"
"2013-03-04";"P";"E";"I";"104.0403"
"2013-03-05";"P";"E";"I";"103.8968"
"2013-03-06";"P";"E";"I";"103.6016"
"2013-03-07";"P";"E";"I";"103.4766"
"2013-03-08";"P";"E";"I";"103.2802"
"2013-03-11";"P";"E";"I";"103.291"
"2013-03-12";"P";"E";"I";"103.5498"
"2013-03-13";"P";"E";"I";"103.6554"
"2013-03-14";"P";"E";"I";"103.4247"
"2013-03-15";"P";"E";"I";"103.8082"
"2013-03-18";"P";"E";"I";"104.6928"
"2013-03-19";"P";"E";"I";"104.4852"
"2013-03-20";"P";"E";"I";"104.7415"
"2013-03-21";"P";"E";"I";"104.8492"
"2013-03-22";"P";"E";"I";"104.7979"
"2013-03-25";"P";"E";"I";"104.8258"
"2013-03-26";"P";"E";"I";"104.9809"
"2013-03-27";"P";"E";"I";"105.2565"
"2013-03-28";"P";"E";"I";"105.2159"
"2013-03-29";"P";"E";"I";"105.3479"
"2013-04-01";"P";"E";"I";"105.4303"
"2013-04-02";"P";"E";"I";"105.6133"
"2013-04-03";"P";"E";"I";"105.3791"
"2013-04-04";"P";"E";"I";"105.516"
"2013-04-05";"P";"E";"I";"105.5164"
"2013-04-08";"P";"E";"I";"105.5675"
"2013-04-09";"P";"E";"I";"105.2446"
"2013-04-10";"P";"E";"I";"105.2298"
"2013-04-11";"P";"E";"I";"105.3132"
"2013-04-12";"P";"E";"I";"105.3997"
"2013-04-15";"P";"E";"I";"105.6663"
"2013-04-16";"P";"E";"I";"105.5829"
"2013-04-17";"P";"E";"I";"105.6184"
"2013-04-18";"P";"E";"I";"105.5717"
"2013-04-19";"P";"E";"I";"105.4129"
"2013-04-22";"P";"E";"I";"105.3284"
"2013-04-23";"P";"E";"I";"105.1911"
"2013-04-24";"P";"E";"I";"104.4197"
"2013-04-25";"P";"E";"I";"104.0701"
"2013-04-26";"P";"E";"I";"104.4595"
"2013-04-29";"P";"E";"I";"104.4063"
"2013-04-30";"P";"E";"I";"104.7658"
"2013-05-01";"P";"E";"I";"104.7651"
"2013-05-02";"P";"E";"I";"105.0754"
"2013-05-03";"P";"E";"I";"104.9352"
"2013-05-06";"P";"E";"I";"104.4933"
"2013-05-07";"P";"E";"I";"104.419"
"2013-05-08";"P";"E";"I";"104.2999"
"2013-05-09";"P";"E";"I";"104.4654"
"2013-05-10";"P";"E";"I";"103.1931"
"2013-05-13";"P";"E";"I";"103.3692"
"2013-05-14";"P";"E";"I";"103.6089"
"2013-05-15";"P";"E";"I";"102.7244"
"2013-05-16";"P";"E";"I";"103.2163"
"2013-05-17";"P";"E";"I";"103.4013"
"2013-05-20";"P";"E";"I";"103.1817"
"2013-05-21";"P";"E";"I";"103.2904"
"2013-05-22";"P";"E";"I";"102.5553"
"2013-05-23";"P";"E";"I";"103.2907"
"2013-05-24";"P";"E";"I";"102.8246"
"2013-05-27";"P";"E";"I";"103.4046"
"2013-05-28";"P";"E";"I";"102.9091"
"2013-05-29";"P";"E";"I";"102.9344"
"2013-05-30";"P";"E";"I";"103.5278"
"2013-05-31";"P";"E";"I";"103.7178"
"2013-06-03";"P";"E";"I";"103.3711"
"2013-06-04";"P";"E";"I";"103.755"
"2013-06-05";"P";"E";"I";"103.9303"
"2013-06-06";"P";"E";"I";"104.2623"
"2013-06-07";"P";"E";"I";"104.6886"
"2013-06-10";"P";"E";"I";"103.9614"
"2013-06-11";"P";"E";"I";"104.1212"
"2013-06-12";"P";"E";"I";"104.5678"
"2013-06-13";"P";"E";"I";"104.8328"
"2013-06-14";"P";"E";"I";"104.4917"
"2013-06-17";"P";"E";"I";"104.5453"
"2013-06-18";"P";"E";"I";"104.5389"
"2013-06-19";"P";"E";"I";"104.4086"
"2013-06-20";"P";"E";"I";"104.3363"
"2013-06-21";"P";"E";"I";"104.9486"
"2013-06-24";"P";"E";"I";"105.0353"
"2013-06-25";"P";"E";"I";"105.0138"
"2013-06-26";"P";"E";"I";"104.9537"
"2013-06-27";"P";"E";"I";"104.5776"
"2013-06-28";"P";"E";"I";"104.1712"
"2013-07-01";"P";"E";"I";"104.3386"
"2013-07-02";"P";"E";"I";"104.1079"
"2013-07-03";"P";"E";"I";"104.5662"
"2013-07-04";"P";"E";"I";"104.2975"
"2013-07-05";"P";"E";"I";"104.1646"
"2013-07-08";"P";"E";"I";"103.8452"
"2013-07-09";"P";"E";"I";"103.4236"
"2013-07-10";"P";"E";"I";"103.5883"
"2013-07-11";"P";"E";"I";"103.6647"
"2013-07-12";"P";"E";"I";"103.7553"
"2013-07-15";"P";"E";"I";"103.7865"
"2013-07-16";"P";"E";"I";"103.7583"
"2013-07-17";"P";"E";"I";"104.0791"
"2013-07-18";"P";"E";"I";"104.0015"
"2013-07-19";"P";"E";"I";"103.9816"
"2013-07-22";"P";"E";"I";"104.0186"
"2013-07-23";"P";"E";"I";"104.0651"
"2013-07-24";"P";"E";"I";"103.7971"
"2013-07-25";"P";"E";"I";"103.9441"
"2013-07-26";"P";"E";"I";"104.35"
"2013-07-29";"P";"E";"I";"104.324"
"2013-07-30";"P";"E";"I";"104.2649"
"2013-07-31";"P";"E";"I";"104.5106"
"2013-08-01";"P";"E";"I";"104.4482"
"2013-08-02";"P";"E";"I";"103.8909"
"2013-08-05";"P";"E";"I";"104.3124"
"2013-08-06";"P";"E";"I";"104.5132"
"2013-08-07";"P";"E";"I";"104.4322"
"2013-08-08";"P";"E";"I";"104.6523"
"2013-08-09";"P";"E";"I";"104.5241"
"2013-08-12";"P";"E";"I";"104.4871"
"2013-08-13";"P";"E";"I";"104.3438"
"2013-08-14";"P";"E";"I";"103.6014"
"2013-08-15";"P";"E";"I";"103.7454"
"2013-08-16";"P";"E";"I";"104.1457"
"2013-08-19";"P";"E";"I";"104.1915"
"2013-08-20";"P";"E";"I";"104.5577"
"2013-08-21";"P";"E";"I";"104.5764"
"2013-08-22";"P";"E";"I";"104.2629"
"2013-08-23";"P";"E";"I";"104.2627"
"2013-08-26";"P";"E";"I";"104.2533"
"2013-08-27";"P";"E";"I";"104.6352"
"2013-08-28";"P";"E";"I";"104.7227"
"2013-08-29";"P";"E";"I";"104.669"
"2013-08-30";"P";"E";"I";"104.5275"
"2013-09-02";"P";"E";"I";"104.4833"
"2013-09-03";"P";"E";"I";"104.5162"
"2013-09-04";"P";"E";"I";"104.3626"
"2013-09-05";"P";"E";"I";"103.9045"
"2013-09-06";"P";"E";"I";"103.8743"
"2013-09-09";"P";"E";"I";"104.1592"
"2013-09-10";"P";"E";"I";"104.0729"
"2013-09-11";"P";"E";"I";"103.8262"
"2013-09-12";"P";"E";"I";"104.0303"
"2013-09-13";"P";"E";"I";"104.0323"
"2013-09-16";"P";"E";"I";"104.1167"
"2013-09-17";"P";"E";"I";"104.068"
"2013-09-18";"P";"E";"I";"104.0938"
"2013-09-19";"P";"E";"I";"104.411"
"2013-09-20";"P";"E";"I";"104.5683"
"2013-09-23";"P";"E";"I";"104.4508"
"2013-09-24";"P";"E";"I";"104.6881"
"2013-09-25";"P";"E";"I";"104.7235"
"2013-09-26";"P";"E";"I";"104.7508"
"2013-09-27";"P";"E";"I";"105.0463"
"2013-09-30";"P";"E";"I";"105.3783"
"2013-10-01";"P";"E";"I";"105.271"
"2013-10-02";"P";"E";"I";"105.2034"
"2013-10-03";"P";"E";"I";"104.9717"
"2013-10-04";"P";"E";"I";"105.0893"
"2013-10-07";"P";"E";"I";"105.1207"
"2013-10-08";"P";"E";"I";"104.9056"
"2013-10-09";"P";"E";"I";"104.8018"
"2013-10-10";"P";"E";"I";"104.6619"
"2013-10-11";"P";"E";"I";"104.6051"
"2013-10-14";"P";"E";"I";"104.3045"
"2013-10-15";"P";"E";"I";"104.3878"
"2013-10-16";"P";"E";"I";"104.3893"
"2013-10-17";"P";"E";"I";"104.5613"
"2013-10-18";"P";"E";"I";"104.3819"
"2013-10-21";"P";"E";"I";"104.3617"
"2013-10-22";"P";"E";"I";"104.366"
"2013-10-23";"P";"E";"I";"104.6954"
"2013-10-24";"P";"E";"I";"104.8749"
"2013-10-25";"P";"E";"I";"104.6427"
"2013-10-28";"P";"E";"I";"104.4741"
"2013-10-29";"P";"E";"I";"104.3267"
"2013-10-30";"P";"E";"I";"104.3518"
"2013-10-31";"P";"E";"I";"104.523"
"2013-11-01";"P";"E";"I";"104.72"
"2013-11-04";"P";"E";"I";"104.6224"
"2013-11-05";"P";"E";"I";"104.7517"
"2013-11-06";"P";"E";"I";"104.5914"
"2013-11-07";"P";"E";"I";"104.4369"
"2013-11-08";"P";"E";"I";"104.704"
"2013-11-11";"P";"E";"I";"104.4499"
"2013-11-12";"P";"E";"I";"104.4665"
"2013-11-13";"P";"E";"I";"104.4864"
"2013-11-14";"P";"E";"I";"104.3708"
"2013-11-15";"P";"E";"I";"104.1822"
"2013-11-18";"P";"E";"I";"104.3033"
"2013-11-19";"P";"E";"I";"104.2567"
"2013-11-20";"P";"E";"I";"104.2976"
"2013-11-21";"P";"E";"I";"104.3055"
"2013-11-22";"P";"E";"I";"104.3683"
"2013-11-25";"P";"E";"I";"104.3921"
"2013-11-26";"P";"E";"I";"104.3219"
"2013-11-27";"P";"E";"I";"104.345"
"2013-11-28";"P";"E";"I";"104.2903"
"2013-11-29";"P";"E";"I";"104.2094"
"2013-12-02";"P";"E";"I";"104.2757"
"2013-12-03";"P";"E";"I";"104.3953"
"2013-12-04";"P";"E";"I";"104.4643"
"2013-12-05";"P";"E";"I";"104.6369"
"2013-12-06";"P";"E";"I";"104.8339"
"2013-12-09";"P";"E";"I";"104.8674"
"2013-12-10";"P";"E";"I";"104.9249"
"2013-12-11";"P";"E";"I";"105.0956"
"2013-12-12";"P";"E";"I";"105.0267"
"2013-12-13";"P";"E";"I";"105.0326"
"2013-12-16";"P";"E";"I";"105.098"
"2013-12-17";"P";"E";"I";"105.1395"
"2013-12-18";"P";"E";"I";"105.1346"
"2013-12-19";"P";"E";"I";"104.9057"
"2013-12-20";"P";"E";"I";"104.7903"
"2013-12-23";"P";"E";"I";"104.8034"
"2013-12-24";"P";"E";"I";"104.969"
"2013-12-25";"P";"E";"I";"105.0077"
"2013-12-26";"P";"E";"I";"104.7463"
"2013-12-27";"P";"E";"I";"104.9361"
"2013-12-30";"P";"E";"I";"104.8703"
"2013-12-31";"P";"E";"I";"104.8357"
"2014-01-01";"P";"E";"I";"104.756"
"2014-01-02";"P";"E";"I";"104.5516"
"2014-01-03";"P";"E";"I";"104.6339"
"2014-01-06";"P";"E";"I";"104.4552"
"2014-01-07";"P";"E";"I";"104.0566"
"2014-01-08";"P";"E";"I";"103.8964"
"2014-01-09";"P";"E";"I";"104.0094"
"2014-01-10";"P";"E";"I";"104.2143"
"2014-01-13";"P";"E";"I";"104.2522"
"2014-01-14";"P";"E";"I";"104.3881"
"2014-01-15";"P";"E";"I";"104.1324"
"2014-01-16";"P";"E";"I";"104.1405"
"2014-01-17";"P";"E";"I";"104.3607"
"2014-01-20";"P";"E";"I";"104.3121"
"2014-01-21";"P";"E";"I";"104.1287"
"2014-01-22";"P";"E";"I";"104.2196"
"2014-01-23";"P";"E";"I";"104.5007"
"2014-01-24";"P";"E";"I";"104.8289"
"2014-01-27";"P";"E";"I";"105.0266"
"2014-01-28";"P";"E";"I";"104.8296"
"2014-01-29";"P";"E";"I";"104.8604"
"2014-01-30";"P";"E";"I";"105.3042"
"2014-01-31";"P";"E";"I";"105.2231"
"2014-02-03";"P";"E";"I";"105.375"
"2014-02-04";"P";"E";"I";"105.3987"
"2014-02-05";"P";"E";"I";"105.2792"
"2014-02-06";"P";"E";"I";"105.3388"
"2014-02-07";"P";"E";"I";"105.2637"
"2014-02-10";"P";"E";"I";"105.3189"
"2014-02-11";"P";"E";"I";"105.2593"
"2014-02-12";"P";"E";"I";"105.1963"
"2014-02-13";"P";"E";"I";"105.4688"
"2014-02-14";"P";"E";"I";"105.4422"
"2014-02-17";"P";"E";"I";"105.4779"
"2014-02-18";"P";"E";"I";"105.491"
"2014-02-19";"P";"E";"I";"105.5409"
"2014-02-20";"P";"E";"I";"105.6994"
"2014-02-21";"P";"E";"I";"105.6672"
"2014-02-24";"P";"E";"I";"105.7187"
"2014-02-25";"P";"E";"I";"105.7608"
"2014-02-26";"P";"E";"I";"105.7325"
"2014-02-27";"P";"E";"I";"106.0641"
"2014-02-28";"P";"E";"I";"106.0863"
"2014-03-03";"P";"E";"I";"106.3621"
"2014-03-04";"P";"E";"I";"106.0814"
"2014-03-05";"P";"E";"I";"105.8411"
"2014-03-06";"P";"E";"I";"105.7633"
"2014-03-07";"P";"E";"I";"105.7749"
"2014-03-10";"P";"E";"I";"105.8647"
"2014-03-11";"P";"E";"I";"105.8654"
"2014-03-12";"P";"E";"I";"106.0225"
"2014-03-13";"P";"E";"I";"106.0552"
"2014-03-14";"P";"E";"I";"106.164"
"2014-03-17";"P";"E";"I";"106.036"
"2014-03-18";"P";"E";"I";"105.9671"
"2014-03-19";"P";"E";"I";"105.762"
"2014-03-20";"P";"E";"I";"105.6306"
"2014-03-21";"P";"E";"I";"105.7896"
"2014-03-24";"P";"E";"I";"105.6522"
"2014-03-25";"P";"E";"I";"105.6097"
"2014-03-26";"P";"E";"I";"105.3227"
"2014-03-27";"P";"E";"I";"105.5955"
"2014-03-28";"P";"E";"I";"105.6584"
"2014-03-31";"P";"E";"I";"105.5422"
"2014-04-01";"P";"E";"I";"105.7025"
"2014-04-02";"P";"E";"I";"105.5893"
"2014-04-03";"P";"E";"I";"105.4259"
"2014-04-04";"P";"E";"I";"105.2679"
"2014-04-07";"P";"E";"I";"105.401"
"2014-04-08";"P";"E";"I";"105.5824"
"2014-04-09";"P";"E";"I";"105.6485"
"2014-04-10";"P";"E";"I";"105.808"
"2014-04-11";"P";"E";"I";"105.9073"
"2014-04-14";"P";"E";"I";"106.0119"
"2014-04-15";"P";"E";"I";"105.996"
"2014-04-16";"P";"E";"I";"105.9784"
"2014-04-17";"P";"E";"I";"105.8909"
"2014-04-18";"P";"E";"I";"105.739"
"2014-04-21";"P";"E";"I";"105.7254"
"2014-04-22";"P";"E";"I";"105.6179"
"2014-04-23";"P";"E";"I";"105.7"
"2014-04-24";"P";"E";"I";"105.7472"
"2014-04-25";"P";"E";"I";"105.8177"
"2014-04-28";"P";"E";"I";"105.9705"
"2014-04-29";"P";"E";"I";"105.8076"
"2014-04-30";"P";"E";"I";"105.8512"
"2014-05-01";"P";"E";"I";"105.8176"
"2014-05-02";"P";"E";"I";"105.8883"
"2014-05-05";"P";"E";"I";"106.0607"
"2014-05-06";"P";"E";"I";"106.0523"
"2014-05-07";"P";"E";"I";"106.0392"
"2014-05-08";"P";"E";"I";"105.9401"
"2014-05-09";"P";"E";"I";"105.948"
"2014-05-12";"P";"E";"I";"105.7748"
"2014-05-13";"P";"E";"I";"105.702"
"2014-05-14";"P";"E";"I";"105.8167"
"2014-05-15";"P";"E";"I";"105.674"
"2014-05-16";"P";"E";"I";"105.6702"
"2014-05-19";"P";"E";"I";"105.5938"
"2014-05-20";"P";"E";"I";"105.5631"
"2014-05-21";"P";"E";"I";"105.6457"
"2014-05-22";"P";"E";"I";"105.6044"
"2014-05-23";"P";"E";"I";"105.6368"
"2014-05-26";"P";"E";"I";"105.6887"
"2014-05-27";"P";"E";"I";"105.5795"
"2014-05-28";"P";"E";"I";"105.5072"
"2014-05-29";"P";"E";"I";"105.6399"
"2014-05-30";"P";"E";"I";"105.6257"
"2014-06-02";"P";"E";"I";"105.5768"
"2014-06-03";"P";"E";"I";"105.5082"
"2014-06-04";"P";"E";"I";"105.5931"
"2014-06-05";"P";"E";"I";"105.7636"
"2014-06-06";"P";"E";"I";"105.9237"
"2014-06-09";"P";"E";"I";"105.7662"
"2014-06-10";"P";"E";"I";"105.758"
"2014-06-11";"P";"E";"I";"105.8419"
"2014-06-12";"P";"E";"I";"105.8887"
"2014-06-13";"P";"E";"I";"106.0172"
"2014-06-16";"P";"E";"I";"105.9281"
"2014-06-17";"P";"E";"I";"105.8811"
"2014-06-18";"P";"E";"I";"105.8626"
"2014-06-19";"P";"E";"I";"105.9924"
"2014-06-20";"P";"E";"I";"106.0438"
"2014-06-23";"P";"E";"I";"105.9825"
"2014-06-24";"P";"E";"I";"106.1041"
"2014-06-25";"P";"E";"I";"106.0777"
"2014-06-26";"P";"E";"I";"106.0927"
"2014-06-27";"P";"E";"I";"106.0991"
"2014-06-30";"P";"E";"I";"106.2049"
"2014-07-01";"P";"E";"I";"106.2996"
"2014-07-02";"P";"E";"I";"106.3154"
"2014-07-03";"P";"E";"I";"106.2976"
"2014-07-04";"P";"E";"I";"106.1519"
"2014-07-07";"P";"E";"I";"106.1866"
"2014-07-08";"P";"E";"I";"106.2037"
"2014-07-09";"P";"E";"I";"106.1798"
"2014-07-10";"P";"E";"I";"106.277"
"2014-07-11";"P";"E";"I";"106.31"
"2014-07-14";"P";"E";"I";"106.354"
"2014-07-15";"P";"E";"I";"106.3161"
"2014-07-16";"P";"E";"I";"106.2001"
"2014-07-17";"P";"E";"I";"106.2836"
"2014-07-18";"P";"E";"I";"106.3134"
"2014-07-21";"P";"E";"I";"106.2228"
"2014-07-22";"P";"E";"I";"106.2109"
"2014-07-23";"P";"E";"I";"106.2056"
"2014-07-24";"P";"E";"I";"106.2464"
"2014-07-25";"P";"E";"I";"106.1717"
"2014-07-28";"P";"E";"I";"106.1939"
"2014-07-29";"P";"E";"I";"106.2242"
"2014-07-30";"P";"E";"I";"106.0881"
"2014-07-31";"P";"E";"I";"106.0488"
"2014-08-01";"P";"E";"I";"106.0677"
"2014-08-04";"P";"E";"I";"106.0231"
"2014-08-05";"P";"E";"I";"105.9184"
"2014-08-06";"P";"E";"I";"106.0742"
"2014-08-07";"P";"E";"I";"106.094"
"2014-08-08";"P";"E";"I";"106.2259"
"2014-08-11";"P";"E";"I";"106.22"
"2014-08-12";"P";"E";"I";"106.1512"
"2014-08-13";"P";"E";"I";"106.1564"
"2014-08-14";"P";"E";"I";"106.2705"
"2014-08-15";"P";"E";"I";"106.3103"
"2014-08-18";"P";"E";"I";"106.3883"
"2014-08-19";"P";"E";"I";"106.3648"
"2014-08-20";"P";"E";"I";"106.3819"
"2014-08-21";"P";"E";"I";"106.3249"
"2014-08-22";"P";"E";"I";"106.3722"
"2014-08-25";"P";"E";"I";"106.4918"
"2014-08-26";"P";"E";"I";"106.5401"
"2014-08-27";"P";"E";"I";"106.5904"
"2014-08-28";"P";"E";"I";"106.6917"
"2014-08-29";"P";"E";"I";"106.7019"
"2014-09-01";"P";"E";"I";"106.69"
"2014-09-02";"P";"E";"I";"106.5724"
"2014-09-03";"P";"E";"I";"106.5687"
"2014-09-04";"P";"E";"I";"106.6439"
"2014-09-05";"P";"E";"I";"106.7424"
"2014-09-08";"P";"E";"I";"106.7284"
"2014-09-09";"P";"E";"I";"106.7716"
"2014-09-10";"P";"E";"I";"106.5964"
"2014-09-11";"P";"E";"I";"106.4495"
"2014-09-12";"P";"E";"I";"106.4728"
"2014-09-15";"P";"E";"I";"106.4401"
"2014-09-16";"P";"E";"I";"106.5647"
"2014-09-17";"P";"E";"I";"106.4032"
"2014-09-18";"P";"E";"I";"106.6438"
"2014-09-19";"P";"E";"I";"106.7746"
"2014-09-22";"P";"E";"I";"106.7218"
"2014-09-23";"P";"E";"I";"106.7305"
"2014-09-24";"P";"E";"I";"106.7123"
"2014-09-25";"P";"E";"I";"106.7312"
"2014-09-26";"P";"E";"I";"106.7955"
"2014-09-29";"P";"E";"I";"106.8209"
"2014-09-30";"P";"E";"I";"106.8442"
"2014-10-01";"P";"E";"I";"106.8963"
"2014-10-02";"P";"E";"I";"106.7227"
"2014-10-03";"P";"E";"I";"106.6242"
"2014-10-06";"P";"E";"I";"106.358"
"2014-10-07";"P";"E";"I";"106.3643"
"2014-10-08";"P";"E";"I";"106.2822"
"2014-10-09";"P";"E";"I";"106.327"
"2014-10-10";"P";"E";"I";"106.4286"
"2014-10-13";"P";"E";"I";"106.5486"
"2014-10-14";"P";"E";"I";"106.634"
"2014-10-15";"P";"E";"I";"106.6182"
"2014-10-16";"P";"E";"I";"106.7145"
"2014-10-17";"P";"E";"I";"106.5898"
"2014-10-20";"P";"E";"I";"106.686"
"2014-10-21";"P";"E";"I";"106.6444"
"2014-10-22";"P";"E";"I";"106.6361"
"2014-10-23";"P";"E";"I";"106.6294"
"2014-10-24";"P";"E";"I";"106.6247"
"2014-10-27";"P";"E";"I";"106.633"
"2014-10-28";"P";"E";"I";"106.5702"
"2014-10-29";"P";"E";"I";"106.5885"
"2014-10-30";"P";"E";"I";"106.5829"
"2014-10-31";"P";"E";"I";"106.5613"
"2014-11-03";"P";"E";"I";"106.5738"
"2014-11-04";"P";"E";"I";"106.5714"
"2014-11-05";"P";"E";"I";"106.7116"
"2014-11-06";"P";"E";"I";"106.671"
"2014-11-07";"P";"E";"I";"106.6674"
"2014-11-10";"P";"E";"I";"106.8047"
"2014-11-11";"P";"E";"I";"106.8384"
"2014-11-12";"P";"E";"I";"106.8422"
"2014-11-13";"P";"E";"I";"106.8487"
"2014-11-14";"P";"E";"I";"106.9013"
"2014-11-17";"P";"E";"I";"106.9747"
"2014-11-18";"P";"E";"I";"106.9668"
"2014-11-19";"P";"E";"I";"107.0116"
"2014-11-20";"P";"E";"I";"107.0205"
"2014-11-21";"P";"E";"I";"106.9358"
"2014-11-24";"P";"E";"I";"106.9578"
"2014-11-25";"P";"E";"I";"106.9753"
"2014-11-26";"P";"E";"I";"107.006"
"2014-11-27";"P";"E";"I";"107.0707"
"2014-11-28";"P";"E";"I";"107.1165"
"2014-12-01";"P";"E";"I";"107.0738"
"2014-12-02";"P";"E";"I";"106.9788"
"2014-12-03";"P";"E";"I";"107.1325"
"2014-12-04";"P";"E";"I";"107.0993"
"2014-12-05";"P";"E";"I";"107.258"
"2014-12-08";"P";"E";"I";"107.2936"
"2014-12-09";"P";"E";"I";"107.3456"
"2014-12-10";"P";"E";"I";"107.4074"
"2014-12-11";"P";"E";"I";"107.482"
"2014-12-12";"P";"E";"I";"107.5933"
"2014-12-15";"P";"E";"I";"107.6186"
"2014-12-16";"P";"E";"I";"107.6636"
"2014-12-17";"P";"E";"I";"107.6963"
"2014-12-18";"P";"E";"I";"107.434"
"2014-12-19";"P";"E";"I";"107.5061"
"2014-12-22";"P";"E";"I";"107.579"
"2014-12-23";"P";"E";"I";"107.6236"
"2014-12-24";"P";"E";"I";"107.6754"
"2014-12-25";"P";"E";"I";"107.8273"
"2014-12-26";"P";"E";"I";"107.7021"
"2014-12-29";"P";"E";"I";"107.6597"
"2014-12-30";"P";"E";"I";"107.664"
"2014-12-31";"P";"E";"I";"107.6765"
"2015-01-01";"P";"E";"I";"107.6257"
"2015-01-02";"P";"E";"I";"107.6524"
"2015-01-05";"P";"E";"I";"107.6748"
"2015-01-06";"P";"E";"I";"107.6653"
"2015-01-07";"P";"E";"I";"107.6649"
"2015-01-08";"P";"E";"I";"107.6168"
"2015-01-09";"P";"E";"I";"107.5571"
"2015-01-12";"P";"E";"I";"107.5086"
"2015-01-13";"P";"E";"I";"107.4493"
"2015-01-14";"P";"E";"I";"107.3883"
"2015-01-15";"P";"E";"I";"127.4697"
"2015-01-16";"P";"E";"I";"126.8199"
"2015-01-19";"P";"E";"I";"127.7537"
"2015-01-20";"P";"E";"I";"126.712"
"2015-01-21";"P";"E";"I";"128.2149"
"2015-01-22";"P";"E";"I";"128.7107"
"2015-01-23";"P";"E";"I";"131.0368"
"2015-01-26";"P";"E";"I";"128.7411"
"2015-01-27";"P";"E";"I";"125.5034"
